CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÕPIO;REGI√O DE SA⁄DE;COMPET NCIA;INDICADOR;TER REALIZADO A 1™ CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL M…DICA(O) OU ENFERMEIRA(O), AT… O 30∫ DIA DE VIDA ;TER PELO MENOS 09 CONSULTAS POR M…DICA(O) OU ENFERMEIRA(O) AT… DOIS ANOS DE VIDA ;TER PELO MENOS 09 REGISTROS DE PESO E ALTURA AT… OS DOIS ANOS DE VIDA;TER RECEBIDO PELO MENOS 02 VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA AT… OS PRIMEIROS 30 DIAS DE VIDA E A SEGUNDA AT… OS 06 MESES DE VIDA;TER SIDO VACINADA CONTRA DIFTERIA, T…TANO, COQUELUCHE, HEPATITE B, INFEC«’ES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUB…OLA, COM TODAS AS DOSES RECOMENDADAS;SOMAT”RIO DE BOAS PR¡TICAS REALIZADAS PARA CRIAN«AS DE AT… 2 ANOS VINCULADAS ¿ EQUIPE;N⁄MERO TOTAL DE CRIAN«AS DE AT… 2 ANOS VINCULADAS ¿ EQUIPE;PONTUA«√O
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;2;0;0;4;8;280;20;14
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Fevereiro;Desenvolvimento Infantil;14;0;0;18;22;1080;58;18,62
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;11;14;9;20;41;1900;71;26,76
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;5;1;1;7;20;680;28;24,29
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;13;5;4;14;25;1220;46;26,52
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;22;7;6;8;24;1340;38;35,26
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;23;5;5;8;26;1340;42;31,9
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;12;6;3;8;23;1040;39;26,67
9456554;UBS RAIMUNDO ROSA 02;CENTRO DE SAUDE/UNIDADE BASICA;35807;UBS RAIMUNDO ROSA 2;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;0;0;0;4;9;260;17;15,29
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;9;0;0;15;41;1300;78;16,67
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;3;0;0;4;11;360;25;14,4
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Janeiro;Desenvolvimento Infantil;16;0;0;18;27;1220;61;20
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;6;3;3;10;20;840;53;15,85
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;7;1;1;6;10;500;21;23,81
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;16;4;4;15;25;1280;49;26,12
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;16;4;5;8;10;860;30;28,67
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;26;6;7;4;24;1340;42;31,9
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;14;3;3;6;13;780;31;25,16
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;0;0;0;1;6;140;16;8,75
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;9;0;0;13;29;1020;77;13,25
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;2;1;0;5;7;300;25;12
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Julho;Desenvolvimento Infantil;12;1;1;15;14;860;53;16,23
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;8;4;5;14;24;1100;58;18,97
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;7;2;2;5;11;540;21;25,71
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;16;4;4;15;24;1260;48;26,25
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;16;6;7;6;13;960;29;33,1
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;26;6;6;3;24;1300;42;30,95
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;16;6;5;7;18;1040;37;28,11
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;0;0;0;1;7;160;16;10
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;10;0;0;13;34;1140;86;13,26
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;2;0;0;5;6;260;26;10
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Junho;Desenvolvimento Infantil;13;1;1;16;17;960;57;16,84
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;8;4;5;14;24;1100;57;19,3
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;7;3;3;5;14;640;24;26,67
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;16;4;4;14;18;1120;50;22,4
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;17;8;8;6;15;1080;33;32,73
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;24;7;6;3;18;1160;39;29,74
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;14;5;4;7;16;920;36;25,56
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;0;0;0;0;7;140;13;10,77
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;10;0;0;14;33;1140;86;13,26
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;2;0;0;5;7;280;28;10
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Maio;Desenvolvimento Infantil;14;1;1;17;18;1020;59;17,29
2468603;UNIDADE BASICA DE SAUDE DA FAMILIA CRIXAS;CENTRO DE SAUDE/UNIDADE BASICA;37354;UNIDADE DE CRIXAS;eSF;CRIX¡S DO TOCANTINS;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;4;11;5;0;12;640;22;29,09
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;9;9;10;16;37;1620;66;24,55
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;7;1;1;6;18;660;28;23,57
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;13;5;4;15;22;1180;49;24,08
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;19;7;8;7;19;1200;33;36,36
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;25;5;3;7;22;1240;40;31
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;16;5;4;8;20;1060;43;24,65
9456554;UBS RAIMUNDO ROSA 02;CENTRO DE SAUDE/UNIDADE BASICA;35807;UBS RAIMUNDO ROSA 2;eSF;ALVORADA;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;0;0;0;2;8;200;16;12,5
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;8;0;0;14;40;1240;85;14,59
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;2;0;0;4;9;300;26;11,54
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;MarÁo;Desenvolvimento Infantil;12;1;1;17;20;1020;58;17,59
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;11;3;3;13;19;980;62;15,81
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;8;1;0;6;8;460;22;20,91
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;19;2;6;14;19;1200;41;29,27
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;13;2;4;8;7;680;27;25,19
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;32;6;9;9;15;1420;44;32,27
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;23;4;6;9;9;1020;38;26,84
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;5;0;0;1;2;160;32;5
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;7;0;0;11;27;900;81;11,11
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;7;1;1;6;7;440;36;12,22
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Novembro;Desenvolvimento Infantil;18;6;12;15;19;1400;69;20,29
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;7;3;4;12;21;940;55;17,09
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;6;1;0;5;7;380;17;22,35
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;15;2;5;15;24;1220;43;28,37
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;14;3;7;9;9;840;30;28
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;33;5;8;8;20;1480;48;30,83
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;19;5;4;8;12;960;35;27,43
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;5;0;0;1;1;140;27;5,19
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;7;0;0;10;28;900;78;11,54
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;7;1;1;6;10;500;37;13,51
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Outubro;Desenvolvimento Infantil;18;5;9;16;16;1280;69;18,55
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;37028;EQUIPE CARIRI;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;7;3;4;13;23;1000;59;16,95
2468808;UNIDADE DE SAUDE DA FAMILIA MANOEL PEDRO PIRES FILHO;CENTRO DE SAUDE/UNIDADE BASICA;1509659;EQUIPE RURAL;eSF;CARIRI DO TOCANTINS;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;5;2;1;4;7;380;17;22,35
2468948;UBS PEDRO TAVARES SOBRINHO;CENTRO DE SAUDE/UNIDADE BASICA;1528238;EQUIPE 01;eSF;ARAGUA«U;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;14;3;4;15;25;1220;44;27,73
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;1528246;EQUIPE 04;eSF;ARAGUA«U;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;16;4;6;8;10;880;33;26,67
9898212;UBS JOSE CANDIDO GOMES;CENTRO DE SAUDE/UNIDADE BASICA;35963;EQUIPE 02;eSF;ARAGUA«U;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;33;8;11;7;24;1660;49;33,88
6020569;UBS CANDIDA MARTINS TAVARES;CENTRO DE SAUDE/UNIDADE BASICA;35971;EQUIPE 03;eSF;ARAGUA«U;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;18;5;4;8;14;980;36;27,22
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35807;EQUIPE CENTRAL;eSF;ALVORADA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;3;0;0;1;0;80;15;5,33
5315905;UBS RAIMUNDO ROSA 01;CENTRO DE SAUDE/UNIDADE BASICA;35793;UBS RAIMUNDO ROSA I;eSF;ALVORADA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;6;0;0;11;27;880;70;12,57
9456562;UBS NATANY BOTELHO;CENTRO DE SAUDE/UNIDADE BASICA;1641506;UBS NATANNY BOTELHO;eSF;ALVORADA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;4;1;0;5;11;420;33;12,73
7042922;UBS DR RONALDO ADVENTINO;CENTRO DE SAUDE/UNIDADE BASICA;35815;UBS DR RONALDO ADVENTINO;eSF;ALVORADA;ILHA DO BANANAL;Setembro;Desenvolvimento Infantil;15;3;3;15;17;1060;64;16,56
